"","id","altName","node_attributes"
"652","BCAS3",NA,"turquoise"
"653","BCAS4",NA,"turquoise"
"654","BCAT1",NA,"turquoise"
"655","BCDIN3D",NA,"turquoise"
"656","BCHE",NA,"turquoise"
"657","BCKDHA",NA,"turquoise"
"658","BCL11B",NA,"turquoise"
"659","BCL2L1",NA,"turquoise"
"660","BCL2L11",NA,"turquoise"
"661","BCL2L15",NA,"turquoise"
"662","BCL2L2",NA,"turquoise"
"663","BCL6",NA,"turquoise"
"664","BCL7B",NA,"turquoise"
"665","BCL9",NA,"turquoise"
"666","BCL9L",NA,"turquoise"
"667","BCO1",NA,"turquoise"
"668","BCO2",NA,"turquoise"
"669","BCOR",NA,"turquoise"
"670","BCR",NA,"turquoise"
"671","BDH1",NA,"turquoise"
"672","BDH2",NA,"turquoise"
"673","BDKRB1",NA,"turquoise"
"674","BEAN1",NA,"turquoise"
"675","BEGAIN",NA,"turquoise"
"676","BEND3",NA,"turquoise"
"677","BEND5",NA,"turquoise"
"678","BEND6",NA,"turquoise"
"679","BEND7",NA,"turquoise"
"680","BEST1",NA,"turquoise"
"681","BEST3",NA,"turquoise"
"682","BEST4",NA,"turquoise"
"683","BET1L",NA,"turquoise"
"684","BGLAP",NA,"turquoise"
"685","BGN",NA,"turquoise"
"686","BHLHE40",NA,"turquoise"
"687","BHLHE41",NA,"turquoise"
"688","BHMT",NA,"turquoise"
"689","BHMT2",NA,"turquoise"
"690","BICC1",NA,"turquoise"
"691","BICDL1",NA,"turquoise"
"692","BIN1",NA,"turquoise"
"693","BIRC3",NA,"turquoise"
"694","BLCAP",NA,"turquoise"
"695","BLM",NA,"turquoise"
"696","BLMH",NA,"turquoise"
"697","BLOC1S1",NA,"turquoise"
"698","BLOC1S5",NA,"turquoise"
"699","BLVRA",NA,"turquoise"
"700","BLVRB",NA,"turquoise"
"701","BMP2",NA,"turquoise"
"702","BMP2KL",NA,"turquoise"
"703","BMP7",NA,"turquoise"
"704","BMPER",NA,"turquoise"
"705","BMPR1A",NA,"turquoise"
"706","BMPR2",NA,"turquoise"
"707","BMS1P1",NA,"turquoise"
"708","BMS1P2",NA,"turquoise"
"709","BMS1P4",NA,"turquoise"
"710","BMT2",NA,"turquoise"
"711","BNC2",NA,"turquoise"
"712","BNIP1",NA,"turquoise"
"713","BNIP3L",NA,"turquoise"
"714","BNIP3P25",NA,"turquoise"
"715","BNIP3P26",NA,"turquoise"
"716","BNIP3P27",NA,"turquoise"
