"","id","altName","node_attributes"
"654","ANGEL2",NA,"turquoise"
"655","ANGPTL2",NA,"turquoise"
"656","ANK1",NA,"turquoise"
"657","ANK2",NA,"turquoise"
"658","ANK3",NA,"turquoise"
"659","ANKDD1A",NA,"turquoise"
"660","ANKH",NA,"turquoise"
"661","ANKHD1",NA,"turquoise"
"662","ANKIB1",NA,"turquoise"
"663","ANKMY2",NA,"turquoise"
"664","ANKRD13A",NA,"turquoise"
"665","ANKRD13B",NA,"turquoise"
"666","ANKRD18CP",NA,"turquoise"
"667","ANKRD20A1",NA,"turquoise"
"668","ANKRD20A5P",NA,"turquoise"
"669","ANKRD20A7P",NA,"turquoise"
"670","ANKRD23",NA,"turquoise"
"671","ANKRD30BL",NA,"turquoise"
"672","ANKRD35",NA,"turquoise"
"673","ANKRD36BP2",NA,"turquoise"
"674","ANKRD39",NA,"turquoise"
"675","ANKRD40",NA,"turquoise"
"676","ANKRD44-IT1",NA,"turquoise"
"677","ANKRD46",NA,"turquoise"
"678","ANKRD54",NA,"turquoise"
"679","ANKRD6",NA,"turquoise"
"680","ANKRD7",NA,"turquoise"
"681","ANKZF1",NA,"turquoise"
"682","ANLN",NA,"turquoise"
"683","ANO10",NA,"turquoise"
"684","ANO2",NA,"turquoise"
"685","ANO3",NA,"turquoise"
"686","ANO4",NA,"turquoise"
"687","ANO5",NA,"turquoise"
"688","ANO6",NA,"turquoise"
"689","ANO8",NA,"turquoise"
"690","ANOS1",NA,"turquoise"
"691","ANTXR1",NA,"turquoise"
"692","ANTXR2",NA,"turquoise"
"693","ANXA4",NA,"turquoise"
"694","ANXA5",NA,"turquoise"
"695","ANXA6",NA,"turquoise"
"696","ANXA7",NA,"turquoise"
"697","AOX1",NA,"turquoise"
"698","AP000223.1",NA,"turquoise"
"699","AP000688.2",NA,"turquoise"
"700","AP000787.1",NA,"turquoise"
"701","AP000857.1",NA,"turquoise"
"702","AP000866.1",NA,"turquoise"
"703","AP000873.2",NA,"turquoise"
"704","AP000911.1",NA,"turquoise"
