"","id","altName","node_attributes"
"666","AL121890.4",NA,"turquoise"
"667","AL121890.5",NA,"turquoise"
"668","AL122035.1",NA,"turquoise"
"669","AL132777.1",NA,"turquoise"
"670","AL133304.3",NA,"turquoise"
"671","AL133342.1",NA,"turquoise"
"672","AL135999.1",NA,"turquoise"
"673","AL135999.2",NA,"turquoise"
"674","AL136038.4",NA,"turquoise"
"675","AL136115.2",NA,"turquoise"
"676","AL136164.3",NA,"turquoise"
"677","AL136379.1",NA,"turquoise"
"678","AL137141.1",NA,"turquoise"
"679","AL137782.1",NA,"turquoise"
"680","AL138689.2",NA,"turquoise"
"681","AL138820.1",NA,"turquoise"
"682","AL139220.2",NA,"turquoise"
"683","AL139240.1",NA,"turquoise"
"684","AL139260.1",NA,"turquoise"
"685","AL139287.1",NA,"turquoise"
"686","AL139353.1",NA,"turquoise"
"687","AL139407.1",NA,"turquoise"
"688","AL139424.2",NA,"turquoise"
"689","AL157400.4",NA,"turquoise"
"690","AL157832.3",NA,"turquoise"
"691","AL157893.1",NA,"turquoise"
"692","AL158071.4",NA,"turquoise"
"693","AL158166.1",NA,"turquoise"
"694","AL158835.1",NA,"turquoise"
"695","AL160313.1",NA,"turquoise"
"696","AL160314.2",NA,"turquoise"
"697","AL161454.1",NA,"turquoise"
"698","AL161756.1",NA,"turquoise"
"699","AL162377.3",NA,"turquoise"
"700","AL162586.1",NA,"turquoise"
"701","AL162595.1",NA,"turquoise"
"702","AL353150.1",NA,"turquoise"
"703","AL353625.1",NA,"turquoise"
