"GeneID","OPC_I1","OPC_I2","OPC_I3","OPC_I4","OPC_I5","OPC_I6","OPC_I7","OPC_I8","OPC_I9","OPC_I10","MO_I1","MO_I2","MO_I3","MO_I4","MO_I5","MO_I6","MO_I7"
"AL590764.1",0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,2,2
"AL590764.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL590783.1",3,0,2,0,2,1,0,1,1,0,10,0,0,3,3,0,6
"AL590787.1",0,2,13,5,1,9,18,23,16,14,28,8,19,27,21,4,37
"AL590808.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AL590822.1",0,0,0,0,2,0,5,0,2,0,1,0,2,1,0,0,0
"AL590822.2",0,1,0,3,0,1,0,0,2,3,3,4,0,6,1,0,9
"AL590824.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL590867.1",1,0,0,0,1,3,1,1,0,3,1,1,0,1,2,1,0
"AL590867.2",0,1,1,2,3,6,2,0,2,2,6,1,7,8,6,1,0
"AL590867.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AL590999.1",5,8,13,20,6,7,6,25,38,15,302,217,216,291,336,283,326
"AL591030.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591034.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591034.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AL591043.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591074.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AL591122.1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"AL591135.1",49,39,97,72,72,69,71,71,213,66,159,122,217,176,225,514,276
"AL591163.1",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591167.1",6,19,34,18,13,28,24,14,35,31,4,3,3,3,4,0,2
"AL591178.1",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"AL591178.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AL591212.1",0,1,0,1,1,0,0,0,0,0,1,1,0,3,0,1,0
"AL591212.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591222.1",2,9,8,15,6,5,10,2,18,13,23,180,56,51,55,29,81
"AL591222.2",0,0,6,4,0,6,0,7,18,1,1,0,1,3,1,0,0
"AL591222.3",0,1,2,8,2,4,3,3,17,2,0,3,2,0,0,0,0
"AL591242.1",3,3,11,17,2,1,3,3,4,9,0,0,0,1,0,0,0
"AL591368.1",0,1,0,0,0,1,2,3,2,0,11,6,19,33,18,3,14
"AL591379.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591379.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591416.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AL591419.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591424.1",0,0,7,2,0,0,0,0,0,3,1,0,4,7,0,6,4
"AL591424.2",0,0,0,1,1,0,0,1,0,0,3,0,1,1,1,0,0
"AL591424.3",0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0
"AL591438.1",0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"AL591438.2",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"AL591441.1",33,29,97,52,75,99,49,108,104,136,6,0,16,5,7,13,11
"AL591441.2",7,4,20,8,2,23,0,33,20,37,3,0,1,1,4,5,1
"AL591468.1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
"AL591471.1",2,1,4,0,0,2,2,4,0,0,0,0,0,0,0,0,0
"AL591473.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AL591479.1",0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,2,2
"AL591485.1",188,152,403,378,199,266,366,321,416,449,525,292,731,1054,553,102,480
"AL591499.1",0,2,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1
"AL591501.1",0,1,0,1,0,3,1,1,1,0,1,0,8,2,2,0,2
"AL591503.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"AL591503.2",0,1,0,1,0,0,0,0,1,3,0,0,0,1,0,1,0
"AL591503.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AL591504.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591516.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AL591518.1",0,0,0,1,0,2,1,0,1,0,2,0,0,0,0,0,0
"AL591543.1",2,1,1,1,0,1,1,1,1,0,2,0,1,2,1,3,1
"AL591623.1",37,29,48,34,29,26,24,57,82,50,55,61,66,80,52,11,36
"AL591623.2",0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
"AL591643.1",0,4,1,0,1,0,0,3,8,0,2,0,0,0,2,2,0
"AL591644.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591684.1",0,0,3,0,0,0,2,3,1,1,0,0,0,1,0,0,0
"AL591684.2",59,35,82,56,38,36,52,79,194,70,34,32,58,67,59,51,47
"AL591684.3",0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"AL591686.1",0,10,0,7,1,0,3,0,0,2,3,0,2,1,0,0,0
"AL591686.2",14,26,0,21,3,8,10,25,4,7,3,0,1,4,1,0,4
"AL591704.1",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591704.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AL591719.1",0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,3
"AL591719.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591721.1",0,1,1,3,5,0,3,5,5,1,3,3,2,1,9,1,0
"AL591742.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591742.2",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"AL591767.1",0,0,0,0,1,0,0,0,0,0,3,2,1,2,2,1,1
"AL591767.2",2,3,1,3,1,0,1,3,2,3,0,2,0,1,0,0,2
"AL591767.3",0,7,1,1,0,0,2,0,3,3,3,0,1,4,1,0,1
"AL591770.1",0,1,1,2,0,0,0,2,1,0,0,3,1,1,0,0,0
"AL591806.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591806.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591806.3",0,0,0,3,1,2,2,1,7,1,5,0,2,0,0,1,0
"AL591845.1",12,6,13,7,5,9,11,5,15,11,14,9,23,22,9,11,12
"AL591846.1",2,1,0,4,0,0,0,0,0,0,0,0,1,5,1,0,2
"AL591846.2",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"AL591848.1",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"AL591848.2",0,3,2,0,2,0,0,3,10,6,5,0,1,2,5,1,0
"AL591848.3",10,7,12,14,12,10,10,16,11,10,16,5,18,15,20,1,6
"AL591848.4",292,265,346,293,298,189,217,347,681,316,221,255,374,536,281,107,184
"AL591866.1",0,1,12,4,0,1,1,3,3,18,14,5,4,3,4,4,3
"AL591885.1",37,55,125,80,69,65,80,104,236,106,6,2,23,15,15,7,7
"AL591895.1",16,10,22,6,1,2,11,10,25,7,307,368,320,592,490,77,180
"AL591896.1",5,12,22,2,4,8,2,27,15,9,2,0,1,0,0,0,3
"AL591926.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591926.2",0,2,3,0,2,0,0,2,1,0,0,2,0,0,0,1,4
"AL591926.3",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AL591926.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL591926.5",0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0
"AL591926.6",13,4,12,3,13,5,4,9,73,23,9,0,3,0,2,11,10
"AL591926.7",0,1,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0
"AL591926.8",0,4,13,4,9,10,5,11,12,10,0,0,0,0,0,2,3
"AL592043.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AL592043.2",0,0,2,0,0,0,0,0,0,0,4,0,3,0,0,2,0
"AL592045.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL592049.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AL592071.1",0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0
"AL592076.1",36,30,98,40,10,16,25,94,145,82,7,2,49,21,22,13,25
"AL592078.1",16,12,20,33,15,22,6,18,18,32,19,5,10,10,11,4,9
"AL592114.1",39,47,83,49,24,17,22,103,156,112,11,2,30,10,35,4,21
"AL592114.2",0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
"AL592114.3",0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
"AL592146.1",65,25,71,29,20,18,14,31,39,32,2,3,4,5,4,0,0
"AL592148.1",0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
"AL592148.2",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"AL592148.3",20,12,14,12,10,19,27,20,18,23,9,3,2,10,18,1,7
"AL592156.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AL592158.1",22,11,39,13,5,7,12,38,103,18,2790,2614,2085,3405,3311,835,2043
"AL592161.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL592164.1",0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0
"AL592166.1",8,2,8,5,2,3,2,8,10,6,2,7,3,5,4,9,7
"AL592182.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AL592182.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AL592182.3",0,0,0,1,2,0,1,1,1,0,0,0,0,1,0,1,0
"AL592183.1",340,253,405,317,328,690,380,458,510,604,403,459,408,580,609,254,653
"AL592211.1",3,15,33,21,26,8,11,15,30,12,32,38,24,57,42,23,23
"AL592221.1",18,13,19,26,34,17,28,34,44,25,11,5,6,14,8,5,8
"AL592227.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AL592287.1",0,0,1,0,0,0,0,1,2,0,5,13,14,10,1,3,10
"AL592291.1",0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0
"AL592293.1",6,18,11,19,15,10,12,23,8,9,3,3,8,3,12,5,2
"AL592293.2",4,5,3,8,15,4,11,3,9,2,5,8,4,10,8,12,8
"AL592295.1",15,16,16,22,22,10,12,22,29,17,15,6,7,32,11,18,13
"AL592295.2",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"AL592295.3",0,6,1,1,9,0,0,2,1,2,2,0,0,2,0,0,1
"AL592295.4",1,11,19,16,9,18,9,30,43,21,7,7,11,8,7,5,2
"AL592301.1",0,2,0,1,0,1,0,1,1,2,2,1,0,2,0,0,0
"AL592309.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL592309.2",0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0
"AL592310.1",0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,2,1
"AL592402.1",1,1,5,0,2,0,0,0,0,0,0,1,1,2,2,0,0
"AL592424.1",15,16,18,30,28,25,16,26,21,37,12,8,11,29,12,1,11
"AL592429.1",0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1
"AL592430.1",0,4,0,0,0,0,1,3,0,1,25,14,8,28,11,0,4
"AL592430.2",0,0,1,0,3,0,0,1,0,1,1,2,4,9,1,0,0
"AL592431.1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"AL592431.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL592435.1",58,58,64,60,60,85,69,92,158,82,223,178,251,310,244,15,164
"AL592435.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL592436.1",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"AL592437.1",0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,2,0
"AL592437.2",103,98,191,125,129,118,183,215,373,185,71,67,103,109,90,57,102
"AL592447.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL592463.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"AL592464.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL592464.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AL592466.1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"AL592486.1",0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,0,1
"AL592490.1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"AL592494.1",2,0,0,0,0,1,0,1,1,1,0,1,0,4,2,0,1
"AL592494.2",16,6,9,2,6,1,9,8,14,12,0,0,2,1,2,1,1
"AL592494.3",6,0,0,0,0,0,3,3,2,1,5,4,6,12,2,2,3
"AL592504.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL592528.1",0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0
"AL592546.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"AL593851.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL593856.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AL596028.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"AL596087.1",3,6,5,5,3,4,0,6,3,0,2,4,8,13,6,6,7
"AL596087.2",12,30,44,53,16,34,22,54,77,34,6,6,11,14,12,10,9
"AL596092.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL596094.1",1,5,8,8,6,15,17,22,13,15,30,14,9,12,24,16,29
"AL596188.1",0,0,0,0,3,0,0,0,1,0,4,1,8,3,2,0,0
"AL596202.1",59,89,189,129,123,102,129,169,303,153,172,123,208,142,226,73,119
"AL596211.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL596218.1",0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,0,0
"AL596220.1",128,100,221,124,108,129,119,134,273,244,132,79,139,137,117,41,84
"AL596223.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
"AL596223.2",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"AL596244.1",58,140,197,168,115,106,222,208,205,163,1070,1127,1398,1378,1425,320,773
"AL596245.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL596247.1",2,6,18,5,9,1,6,9,21,4,0,0,1,0,0,1,1
"AL596257.1",2,2,2,0,0,0,2,1,0,1,0,2,1,6,2,1,5
"AL596266.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL596268.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL596275.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL596275.2",0,3,0,4,0,10,1,2,1,2,1,1,0,0,1,3,1
"AL596276.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL596276.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL596325.1",0,5,0,1,1,2,5,0,0,1,3,1,0,3,0,0,0
"AL596325.2",9,20,52,32,14,17,19,46,55,29,10,14,14,18,15,2,22
"AL596327.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL596330.1",0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0
"AL596442.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"AL596442.2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"AL596448.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL596451.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL603650.1",0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"AL603750.1",2,12,21,12,9,6,12,16,14,7,3,0,2,1,1,1,2
"AL603755.1",0,8,25,8,2,4,4,32,47,48,2,2,0,0,2,1,6
"AL603756.1",0,1,1,3,1,3,7,1,0,0,2,0,0,1,1,0,0
"AL603758.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL603766.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AL603825.1",0,1,3,4,0,1,0,0,1,0,0,1,0,1,0,0,1
"AL603832.1",0,0,1,2,2,0,1,1,2,3,0,0,1,0,0,0,0
"AL603832.2",0,0,2,0,1,4,4,0,0,0,0,0,0,0,1,0,0
"AL603832.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL603839.1",0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0
"AL603839.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL603839.3",96,59,105,63,48,42,66,97,173,72,87,62,63,100,141,22,74
"AL603839.4",18,11,13,17,18,39,23,10,16,27,1,2,7,8,3,3,1
"AL603840.1",2,11,3,7,8,7,4,7,9,8,9,6,5,3,7,0,6
"AL603841.1",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AL603865.1",0,0,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0
"AL603865.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"AL603882.1",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"AL603908.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL603910.1",0,4,1,0,1,1,0,6,0,0,0,0,1,0,0,0,0
"AL603910.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL603914.1",20,22,35,21,24,8,13,23,44,20,53,37,36,71,64,30,31
"AL603962.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL604028.1",5,7,22,18,14,16,27,14,16,9,19,8,15,17,6,6,14
"AL604028.2",150,106,193,116,93,124,84,256,316,317,369,215,270,327,430,87,328
"AL606462.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606468.1",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"AL606469.1",0,9,6,14,5,5,21,19,10,5,16,12,12,32,16,2,12
"AL606489.1",1,11,28,11,1,6,0,28,16,6,1,0,0,0,0,2,0
"AL606489.2",10,8,11,11,0,0,3,17,17,3,0,0,0,1,1,0,0
"AL606490.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AL606490.2",0,3,0,1,0,5,1,1,0,0,0,0,0,1,0,0,2
"AL606490.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606490.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606490.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606490.6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AL606490.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606490.8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AL606490.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606491.1",2,5,16,2,1,0,5,14,9,11,32,17,20,11,37,25,25
"AL606495.1",9,15,5,5,3,5,2,17,11,13,14,12,7,0,8,0,20
"AL606495.2",0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"AL606516.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606517.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AL606517.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606519.1",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"AL606530.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606534.1",1,1,0,1,0,0,0,0,0,0,1,1,0,8,0,0,2
"AL606534.2",0,1,3,1,0,0,0,1,2,2,3,2,2,6,5,1,4
"AL606534.3",0,3,2,3,6,5,3,6,6,2,0,5,5,27,4,4,1
"AL606534.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AL606534.5",0,0,7,4,0,0,1,0,12,9,4,0,16,2,2,88,142
"AL606534.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606537.1",0,0,0,3,1,0,0,1,0,0,5,6,3,4,3,0,6
"AL606662.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"AL606748.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606752.1",0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
"AL606753.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606760.1",6,4,12,6,7,7,13,5,19,6,19,28,36,27,20,11,21
"AL606760.2",18,30,53,53,38,42,47,57,81,49,83,79,74,80,131,20,78
"AL606760.3",0,1,2,2,0,1,1,1,2,1,3,1,10,5,3,4,2
"AL606760.4",0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0
"AL606763.1",10,16,18,25,19,41,21,24,76,26,7,14,27,57,34,12,31
"AL606804.1",0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0
"AL606807.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AL606834.1",9,17,21,11,18,22,7,13,30,15,37,36,57,56,74,13,35
"AL606834.2",6,15,6,16,17,20,6,15,22,10,4,5,16,9,5,1,4
"AL606845.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606923.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AL606970.1",0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3
"AL606970.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606970.3",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL606970.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL607023.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"AL607028.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"AL607033.1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"AL607077.1",0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1
"AL611929.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AL626787.1",0,1,4,1,2,0,0,2,3,6,2,4,0,4,1,0,4
"AL627082.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL627095.1",0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"AL627171.1",6,14,23,16,14,19,8,3,18,16,41,17,14,35,7,1,7
"AL627171.2",3,2,10,0,0,1,2,3,10,4,4,5,16,18,7,4,16
"AL627223.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AL627224.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"AL627230.1",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"AL627230.2",1,6,3,4,3,9,22,12,30,2,0,5,6,2,8,5,6
"AL627230.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL627230.4",2,0,3,1,2,0,5,2,1,0,0,0,1,1,0,0,0
"AL627230.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL627230.6",0,0,0,0,3,0,4,3,0,0,0,0,2,0,3,0,0
"AL627230.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL627230.8",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"AL627231.1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL627308.1",3,0,2,1,0,0,0,2,3,1,3,10,2,1,5,0,3
"AL627308.2",39,39,55,34,30,17,41,75,93,67,82,83,93,129,108,16,91
"AL627309.1",0,2,0,1,1,1,3,1,2,0,0,2,4,2,3,4,2
"AL627309.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
"AL627309.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL627309.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL627309.5",1,10,14,8,12,16,9,59,24,38,13,18,17,18,73,7,95
"AL627309.6",0,0,0,1,1,0,0,0,0,3,3,1,1,0,6,4,0
"AL627309.7",0,0,0,1,0,0,1,4,0,0,0,2,1,0,4,2,1
"AL627311.1",6,19,55,33,20,15,29,45,94,53,15,32,21,40,46,8,47
"AL627313.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AL627389.1",6,2,3,1,1,7,0,2,6,4,10,17,0,9,1,6,3
"AL627390.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL627402.1",113,180,440,309,242,231,250,541,771,313,36,32,63,51,72,26,50
"AL627422.1",4,0,0,3,1,0,2,1,8,2,4,0,7,1,4,5,0
"AL627422.2",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"AL627443.1",0,0,2,0,0,1,0,0,0,1,0,0,2,1,0,0,0
"AL645465.1",1,1,6,0,1,4,0,1,2,1,1,0,1,1,5,0,4
"AL645474.1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"AL645504.1",0,5,15,4,7,3,2,1,7,6,10,10,9,5,6,1,4
"AL645568.1",44,21,62,44,42,36,37,71,127,85,141,101,158,219,181,41,116
"AL645568.2",65,37,94,44,27,20,58,66,192,95,134,140,156,195,218,170,426
"AL645568.3",0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"AL645608.1",0,2,1,0,2,2,1,1,3,0,0,0,1,1,0,0,1
"AL645608.2",0,2,3,4,1,0,0,4,2,0,0,1,9,2,2,0,0
"AL645608.3",49,23,72,42,40,50,39,61,42,45,2,0,1,3,1,6,1
"AL645608.4",0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
"AL645608.5",0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0
"AL645608.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL645608.7",0,5,12,4,3,4,2,3,8,4,0,0,0,0,0,0,0
"AL645608.8",4,47,51,155,94,19,115,31,43,36,3,7,21,15,2,3,4
"AL645608.9",0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0
"AL645634.1",0,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,1
"AL645634.2",0,0,2,0,0,0,1,1,1,0,1,0,0,1,0,0,0
"AL645638.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL645728.1",14,18,20,18,17,20,26,10,18,9,48,44,32,63,16,4,17
"AL645728.2",2,6,3,0,5,0,0,4,4,0,6,5,4,13,6,2,11
"AL645730.1",0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0
"AL645733.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL645820.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL645922.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL645924.1",0,1,0,3,1,0,5,0,5,1,1,0,0,4,0,3,5
"AL645924.2",0,1,1,0,1,0,0,2,2,2,0,0,0,0,1,1,0
